timestamp,location,latitude,longitude,temperature,humidity,pressure,wind_speed,wind_direction,rainfall,cloud_cover,visibility,solar_radiation,boundary_layer_height,data_source,data_quality
2026-08-27 22:00:00,Bengaluru Urban,12.9716,77.5946,17.2,93,916.7,1.2,253.2,0.0,71,7.4,0.0,280.0,DEMO,SIMULATED
2026-08-27 23:00:00,Bengaluru Urban,12.9716,77.5946,15.7,95,916.9,1.6,244.1,0.0,76,7.4,0.0,246.0,DEMO,SIMULATED
2026-08-28 00:00:00,Bengaluru Urban,12.9716,77.5946,14.5,95,917.0,1.6,263.7,0.0,47,7.4,0.0,242.0,DEMO,SIMULATED
2026-08-28 01:00:00,Bengaluru Urban,12.9716,77.5946,13.8,95,916.9,1.2,228.0,0.0,77,7.4,0.0,224.0,DEMO,SIMULATED
2026-08-28 02:00:00,Bengaluru Urban,12.9716,77.5946,13.5,95,916.7,1.7,221.8,0.0,50,7.4,0.0,223.0,DEMO,SIMULATED
2026-08-28 03:00:00,Bengaluru Urban,12.9716,77.5946,13.8,95,916.4,1.6,262.8,0.0,43,7.4,0.0,237.0,DEMO,SIMULATED
2026-08-28 04:00:00,Bengaluru Urban,12.9716,77.5946,14.5,95,916.0,1.8,240.7,0.0,80,7.4,0.0,231.0,DEMO,SIMULATED
2026-08-28 05:00:00,Bengaluru Urban,12.9716,77.5946,15.7,95,915.5,1.7,242.2,0.0,60,7.4,0.0,270.0,DEMO,SIMULATED
2026-08-28 06:00:00,Bengaluru Urban,12.9716,77.5946,17.2,93,915.0,1.4,249.3,0.0,84,7.4,0,280.0,DEMO,SIMULATED
2026-08-28 07:00:00,Bengaluru Urban,12.9716,77.5946,19.1,84,914.5,2.2,232.6,0.0,49,9.2,220.0,616.0,DEMO,SIMULATED
2026-08-28 08:00:00,Bengaluru Urban,12.9716,77.5946,21.0,75,914.0,2.9,233.7,0.0,71,9.0,425.0,930.0,DEMO,SIMULATED
2026-08-28 09:00:00,Bengaluru Urban,12.9716,77.5946,22.9,70,913.6,3.7,223.2,0.0,53,8.9,601.0,1199.0,DEMO,SIMULATED
2026-08-28 10:00:00,Bengaluru Urban,12.9716,77.5946,24.8,62,913.3,3.8,224.4,0.0,75,8.7,736.1,1406.0,DEMO,SIMULATED
2026-08-28 11:00:00,Bengaluru Urban,12.9716,77.5946,26.3,59,913.1,4.4,241.3,0.0,74,8.7,821.0,1536.0,DEMO,SIMULATED
2026-08-28 12:00:00,Bengaluru Urban,12.9716,77.5946,27.5,55,913.0,4.4,255.1,0.0,66,8.6,850.0,1580.0,DEMO,SIMULATED
2026-08-28 13:00:00,Bengaluru Urban,12.9716,77.5946,28.2,51,913.1,4.0,255.9,0.0,41,8.5,821.0,1536.0,DEMO,SIMULATED
2026-08-28 14:00:00,Bengaluru Urban,12.9716,77.5946,28.5,50,913.3,3.8,233.1,4.2,78,8.5,736.1,1406.0,DEMO,SIMULATED
2026-08-28 15:00:00,Bengaluru Urban,12.9716,77.5946,28.2,51,913.6,3.8,223.6,0.0,41,8.5,601.0,1199.0,DEMO,SIMULATED
2026-08-28 16:00:00,Bengaluru Urban,12.9716,77.5946,27.5,55,914.0,2.7,221.4,0.0,84,8.6,425.0,930.0,DEMO,SIMULATED
2026-08-28 17:00:00,Bengaluru Urban,12.9716,77.5946,26.3,57,914.5,2.0,221.5,0.0,67,8.6,220.0,616.0,DEMO,SIMULATED
2026-08-28 18:00:00,Bengaluru Urban,12.9716,77.5946,24.8,65,915.0,1.7,218.9,4.2,67,8.8,0.0,280.0,DEMO,SIMULATED
2026-08-28 19:00:00,Bengaluru Urban,12.9716,77.5946,22.9,68,915.5,1.3,254.7,0.0,70,8.9,0.0,227.0,DEMO,SIMULATED
2026-08-28 20:00:00,Bengaluru Urban,12.9716,77.5946,21.0,77,916.0,1.2,248.4,0.0,46,9.0,0.0,267.0,DEMO,SIMULATED
2026-08-28 21:00:00,Bengaluru Urban,12.9716,77.5946,19.1,88,916.4,1.3,260.1,0.0,51,9.3,0.0,260.0,DEMO,SIMULATED
2026-08-28 22:00:00,Bengaluru Urban,12.9716,77.5946,17.2,89,916.7,1.3,252.3,0.0,57,7.3,0.0,277.0,DEMO,SIMULATED
2026-08-28 23:00:00,Bengaluru Urban,12.9716,77.5946,15.7,95,916.9,1.3,240.0,0.0,79,7.4,0.0,235.0,DEMO,SIMULATED
2026-08-29 00:00:00,Bengaluru Urban,12.9716,77.5946,14.5,95,917.0,1.3,243.9,0.0,40,7.4,0.0,252.0,DEMO,SIMULATED
2026-08-29 01:00:00,Bengaluru Urban,12.9716,77.5946,13.8,95,916.9,1.8,223.6,0.0,74,7.4,0.0,220.0,DEMO,SIMULATED
2026-08-29 02:00:00,Bengaluru Urban,12.9716,77.5946,13.5,95,916.7,1.8,261.0,0.0,85,7.4,0.0,248.0,DEMO,SIMULATED
2026-08-29 03:00:00,Bengaluru Urban,12.9716,77.5946,13.8,95,916.4,1.3,248.7,0.0,46,7.4,0.0,231.0,DEMO,SIMULATED
2026-08-29 04:00:00,Bengaluru Urban,12.9716,77.5946,14.5,95,916.0,1.4,225.7,0.0,54,7.4,0.0,244.0,DEMO,SIMULATED
2026-08-29 05:00:00,Bengaluru Urban,12.9716,77.5946,15.7,95,915.5,1.4,238.3,0.0,73,7.4,0.0,228.0,DEMO,SIMULATED
2026-08-29 06:00:00,Bengaluru Urban,12.9716,77.5946,17.2,94,915.0,1.6,242.9,0.0,42,7.4,0,280.0,DEMO,SIMULATED
2026-08-29 07:00:00,Bengaluru Urban,12.9716,77.5946,19.1,83,914.5,2.2,234.2,0.0,69,9.2,220.0,616.0,DEMO,SIMULATED
2026-08-29 08:00:00,Bengaluru Urban,12.9716,77.5946,21.0,79,914.0,2.8,263.8,0.0,68,9.1,425.0,930.0,DEMO,SIMULATED
2026-08-29 09:00:00,Bengaluru Urban,12.9716,77.5946,22.9,69,913.6,3.4,264.2,0.0,67,8.9,601.0,1199.0,DEMO,SIMULATED
2026-08-29 10:00:00,Bengaluru Urban,12.9716,77.5946,24.8,62,913.3,3.7,257.1,0.0,70,8.7,736.1,1406.0,DEMO,SIMULATED
2026-08-29 11:00:00,Bengaluru Urban,12.9716,77.5946,26.3,61,913.1,4.1,215.6,0.0,83,8.7,821.0,1536.0,DEMO,SIMULATED
2026-08-29 12:00:00,Bengaluru Urban,12.9716,77.5946,27.5,54,913.0,4.1,236.9,0.0,82,8.6,850.0,1580.0,DEMO,SIMULATED
2026-08-29 13:00:00,Bengaluru Urban,12.9716,77.5946,28.2,52,913.1,4.0,234.7,0.0,84,8.5,821.0,1536.0,DEMO,SIMULATED
2026-08-29 14:00:00,Bengaluru Urban,12.9716,77.5946,28.5,51,913.3,3.7,261.3,0.0,44,8.5,736.1,1406.0,DEMO,SIMULATED
2026-08-29 15:00:00,Bengaluru Urban,12.9716,77.5946,28.2,50,913.6,3.3,225.0,1.4,47,8.5,601.0,1199.0,DEMO,SIMULATED
2026-08-29 16:00:00,Bengaluru Urban,12.9716,77.5946,27.5,52,914.0,2.9,240.0,0.0,81,8.5,425.0,930.0,DEMO,SIMULATED
2026-08-29 17:00:00,Bengaluru Urban,12.9716,77.5946,26.3,61,914.5,2.1,248.3,1.4,71,8.7,220.0,616.0,DEMO,SIMULATED
2026-08-29 18:00:00,Bengaluru Urban,12.9716,77.5946,24.8,64,915.0,1.3,237.7,0.0,56,8.8,0.0,280.0,DEMO,SIMULATED
2026-08-29 19:00:00,Bengaluru Urban,12.9716,77.5946,22.9,71,915.5,1.3,262.1,0.0,46,8.9,0.0,264.0,DEMO,SIMULATED
2026-08-29 20:00:00,Bengaluru Urban,12.9716,77.5946,21.0,80,916.0,1.5,216.3,0.0,51,9.1,0.0,243.0,DEMO,SIMULATED
2026-08-29 21:00:00,Bengaluru Urban,12.9716,77.5946,19.1,86,916.4,1.3,246.1,0.0,46,9.2,0.0,266.0,DEMO,SIMULATED
2026-08-29 22:00:00,Bengaluru Urban,12.9716,77.5946,17.2,93,916.7,1.5,239.6,0.0,69,7.4,0.0,232.0,DEMO,SIMULATED
2026-08-29 23:00:00,Bengaluru Urban,12.9716,77.5946,15.7,95,916.9,1.5,228.1,0.0,61,7.4,0.0,269.0,DEMO,SIMULATED
2026-08-30 00:00:00,Bengaluru Urban,12.9716,77.5946,14.5,95,917.0,1.2,253.2,0.0,67,7.4,0.0,273.0,DEMO,SIMULATED
2026-08-30 01:00:00,Bengaluru Urban,12.9716,77.5946,13.8,95,916.9,1.5,257.6,0.0,68,7.4,0.0,248.0,DEMO,SIMULATED
2026-08-30 02:00:00,Bengaluru Urban,12.9716,77.5946,13.5,95,916.7,1.5,258.0,0.0,59,7.4,0.0,273.0,DEMO,SIMULATED
2026-08-30 03:00:00,Bengaluru Urban,12.9716,77.5946,13.8,95,916.4,1.5,230.6,0.0,64,7.4,0.0,249.0,DEMO,SIMULATED
2026-08-30 04:00:00,Bengaluru Urban,12.9716,77.5946,14.5,95,916.0,1.6,248.0,0.0,83,7.4,0.0,252.0,DEMO,SIMULATED
2026-08-30 05:00:00,Bengaluru Urban,12.9716,77.5946,15.7,95,915.5,1.5,222.8,0.0,43,7.4,0.0,243.0,DEMO,SIMULATED
2026-08-30 06:00:00,Bengaluru Urban,12.9716,77.5946,17.2,92,915.0,1.8,245.8,0.0,62,7.3,0,280.0,DEMO,SIMULATED
2026-08-30 07:00:00,Bengaluru Urban,12.9716,77.5946,19.1,87,914.5,2.1,218.1,0.0,77,9.2,220.0,616.0,DEMO,SIMULATED
2026-08-30 08:00:00,Bengaluru Urban,12.9716,77.5946,21.0,75,914.0,3.1,232.4,0.0,77,9.0,425.0,930.0,DEMO,SIMULATED
2026-08-30 09:00:00,Bengaluru Urban,12.9716,77.5946,22.9,68,913.6,3.7,232.1,0.0,46,8.9,601.0,1199.0,DEMO,SIMULATED
2026-08-30 10:00:00,Bengaluru Urban,12.9716,77.5946,24.8,64,913.3,4.2,235.6,0.0,43,8.8,736.1,1406.0,DEMO,SIMULATED
2026-08-30 11:00:00,Bengaluru Urban,12.9716,77.5946,26.3,59,913.1,4.1,247.4,0.0,77,8.7,821.0,1536.0,DEMO,SIMULATED
2026-08-30 12:00:00,Bengaluru Urban,12.9716,77.5946,27.5,51,913.0,4.4,258.4,0.0,47,8.5,850.0,1580.0,DEMO,SIMULATED
2026-08-30 13:00:00,Bengaluru Urban,12.9716,77.5946,28.2,50,913.1,3.9,231.3,0.0,69,8.5,821.0,1536.0,DEMO,SIMULATED
2026-08-30 14:00:00,Bengaluru Urban,12.9716,77.5946,28.5,51,913.3,3.9,240.7,1.4,57,8.5,736.1,1406.0,DEMO,SIMULATED
2026-08-30 15:00:00,Bengaluru Urban,12.9716,77.5946,28.2,48,913.6,3.5,216.1,0.2,64,8.5,601.0,1199.0,DEMO,SIMULATED
2026-08-30 16:00:00,Bengaluru Urban,12.9716,77.5946,27.5,54,914.0,2.8,219.9,4.2,46,8.6,425.0,930.0,DEMO,SIMULATED
2026-08-30 17:00:00,Bengaluru Urban,12.9716,77.5946,26.3,59,914.5,2.0,239.8,0.2,50,8.7,220.0,616.0,DEMO,SIMULATED
2026-08-30 18:00:00,Bengaluru Urban,12.9716,77.5946,24.8,65,915.0,1.4,236.8,4.2,80,8.8,0.0,280.0,DEMO,SIMULATED
2026-08-30 19:00:00,Bengaluru Urban,12.9716,77.5946,22.9,73,915.5,1.7,257.0,0.0,58,9.0,0.0,236.0,DEMO,SIMULATED
2026-08-30 20:00:00,Bengaluru Urban,12.9716,77.5946,21.0,77,916.0,1.5,255.2,0.0,79,9.0,0.0,265.0,DEMO,SIMULATED
2026-08-30 21:00:00,Bengaluru Urban,12.9716,77.5946,19.1,83,916.4,1.7,219.7,0.0,61,9.2,0.0,236.0,DEMO,SIMULATED
2026-08-30 22:00:00,Bengaluru Urban,12.9716,77.5946,17.2,92,916.7,1.5,236.4,0.0,62,7.3,0.0,268.0,DEMO,SIMULATED
2026-08-30 23:00:00,Bengaluru Urban,12.9716,77.5946,15.7,95,916.9,1.4,255.2,0.0,67,7.4,0.0,260.0,DEMO,SIMULATED
2026-08-31 00:00:00,Bengaluru Urban,12.9716,77.5946,14.5,95,917.0,1.4,227.6,0.0,72,7.4,0.0,247.0,DEMO,SIMULATED
2026-08-31 01:00:00,Bengaluru Urban,12.9716,77.5946,13.8,95,916.9,1.3,215.9,0.0,85,7.4,0.0,251.0,DEMO,SIMULATED
2026-08-31 02:00:00,Bengaluru Urban,12.9716,77.5946,13.5,95,916.7,1.5,248.0,0.0,69,7.4,0.0,236.0,DEMO,SIMULATED
2026-08-31 03:00:00,Bengaluru Urban,12.9716,77.5946,13.8,95,916.4,1.7,257.6,0.0,67,7.4,0.0,276.0,DEMO,SIMULATED
2026-08-31 04:00:00,Bengaluru Urban,12.9716,77.5946,14.5,95,916.0,1.2,225.0,0.0,69,7.4,0.0,229.0,DEMO,SIMULATED
2026-08-31 05:00:00,Bengaluru Urban,12.9716,77.5946,15.7,95,915.5,1.6,230.0,0.0,67,7.4,0.0,245.0,DEMO,SIMULATED
2026-08-31 06:00:00,Bengaluru Urban,12.9716,77.5946,17.2,94,915.0,1.7,246.7,0.0,66,7.4,0,280.0,DEMO,SIMULATED
2026-08-31 07:00:00,Bengaluru Urban,12.9716,77.5946,19.1,84,914.5,2.1,223.0,0.0,83,9.2,220.0,616.0,DEMO,SIMULATED
2026-08-31 08:00:00,Bengaluru Urban,12.9716,77.5946,21.0,79,914.0,2.8,220.7,0.0,52,9.1,425.0,930.0,DEMO,SIMULATED
2026-08-31 09:00:00,Bengaluru Urban,12.9716,77.5946,22.9,68,913.6,3.7,230.5,0.0,71,8.9,601.0,1199.0,DEMO,SIMULATED
2026-08-31 10:00:00,Bengaluru Urban,12.9716,77.5946,24.8,64,913.3,3.9,247.3,0.0,42,8.8,736.1,1406.0,DEMO,SIMULATED
2026-08-31 11:00:00,Bengaluru Urban,12.9716,77.5946,26.3,56,913.1,4.1,216.5,0.0,57,8.6,821.0,1536.0,DEMO,SIMULATED
2026-08-31 12:00:00,Bengaluru Urban,12.9716,77.5946,27.5,55,913.0,4.1,257.6,0.0,71,8.6,850.0,1580.0,DEMO,SIMULATED
2026-08-31 13:00:00,Bengaluru Urban,12.9716,77.5946,28.2,53,913.1,3.9,259.8,0.0,60,8.6,821.0,1536.0,DEMO,SIMULATED
2026-08-31 14:00:00,Bengaluru Urban,12.9716,77.5946,28.5,51,913.3,4.1,260.0,1.4,63,8.5,736.1,1406.0,DEMO,SIMULATED
2026-08-31 15:00:00,Bengaluru Urban,12.9716,77.5946,28.2,52,913.6,3.7,234.8,0.0,55,8.5,601.0,1199.0,DEMO,SIMULATED
2026-08-31 16:00:00,Bengaluru Urban,12.9716,77.5946,27.5,51,914.0,3.0,261.6,0.0,71,8.5,425.0,930.0,DEMO,SIMULATED
2026-08-31 17:00:00,Bengaluru Urban,12.9716,77.5946,26.3,61,914.5,2.1,221.1,0.2,61,8.7,220.0,616.0,DEMO,SIMULATED
2026-08-31 18:00:00,Bengaluru Urban,12.9716,77.5946,24.8,66,915.0,1.6,255.3,0.0,67,8.8,0.0,280.0,DEMO,SIMULATED
2026-08-31 19:00:00,Bengaluru Urban,12.9716,77.5946,22.9,69,915.5,1.3,225.7,0.0,68,8.9,0.0,245.0,DEMO,SIMULATED
2026-08-31 20:00:00,Bengaluru Urban,12.9716,77.5946,21.0,80,916.0,1.2,241.7,0.0,84,9.1,0.0,277.0,DEMO,SIMULATED
2026-08-31 21:00:00,Bengaluru Urban,12.9716,77.5946,19.1,84,916.4,1.5,249.1,0.0,57,9.2,0.0,273.0,DEMO,SIMULATED
2026-08-31 22:00:00,Bengaluru Urban,12.9716,77.5946,17.2,95,916.7,1.4,250.8,0.0,59,7.4,0.0,221.0,DEMO,SIMULATED
2026-08-31 23:00:00,Bengaluru Urban,12.9716,77.5946,15.7,95,916.9,1.6,257.1,0.0,82,7.4,0.0,268.0,DEMO,SIMULATED
2026-09-01 00:00:00,Bengaluru Urban,12.9716,77.5946,14.5,95,917.0,1.8,248.6,0.0,56,7.4,0.0,253.0,DEMO,SIMULATED
2026-09-01 01:00:00,Bengaluru Urban,12.9716,77.5946,13.8,95,916.9,1.8,233.1,0.0,83,7.4,0.0,227.0,DEMO,SIMULATED
2026-09-01 02:00:00,Bengaluru Urban,12.9716,77.5946,13.5,95,916.7,1.7,234.4,0.0,65,7.4,0.0,276.0,DEMO,SIMULATED
2026-09-01 03:00:00,Bengaluru Urban,12.9716,77.5946,13.8,95,916.4,1.4,261.8,0.0,55,7.4,0.0,238.0,DEMO,SIMULATED
2026-09-01 04:00:00,Bengaluru Urban,12.9716,77.5946,14.5,95,916.0,1.3,236.9,0.0,60,7.4,0.0,273.0,DEMO,SIMULATED
2026-09-01 05:00:00,Bengaluru Urban,12.9716,77.5946,15.7,95,915.5,1.4,216.7,0.0,45,7.4,0.0,269.0,DEMO,SIMULATED
2026-09-01 06:00:00,Bengaluru Urban,12.9716,77.5946,17.2,95,915.0,1.5,235.6,0.0,61,7.4,0,280.0,DEMO,SIMULATED
2026-09-01 07:00:00,Bengaluru Urban,12.9716,77.5946,19.1,87,914.5,2.5,256.0,0.0,50,9.2,220.0,616.0,DEMO,SIMULATED
2026-09-01 08:00:00,Bengaluru Urban,12.9716,77.5946,21.0,79,914.0,2.9,232.6,0.0,78,9.1,425.0,930.0,DEMO,SIMULATED
2026-09-01 09:00:00,Bengaluru Urban,12.9716,77.5946,22.9,72,913.6,3.5,231.3,0.0,84,8.9,601.0,1199.0,DEMO,SIMULATED
